S_No,FirstName,LastName,Education,Job_Role,DeptID,Gender,MaritalStatus,YearlyIncome,MonthlyIncome,Sales,BusinessTravel,Department,hire_date
369,Hirochika,Piancastelli,Marketing,SalesExecutive,2,Male,Married,76560,6380,14036,Travel_Rarely,Sales,2002-08-16
370,Heng,Kilgour,LifeSciences,ResearchScientist,2,Male,Single,31884,2657,5845.4,Travel_Rarely,Research&Development,2005-09-28
371,Nikolaos,Leaver,LifeSciences,SalesRepresentative,4,Female,Single,32592,2716,5975.2,Travel_Rarely,Sales,2005-09-30
372,Dzung,Holburn,LifeSciences,ResearchScientist,3,Male,Single,26412,2201,4842.2,Travel_Rarely,Research&Development,2006-03-07
373,Prodip,Schusler,LifeSciences,HealthcareRepresentative,2,Male,Single,78480,6540,14388,Travel_Rarely,Research&Development,2007-12-07
374,Aksel,Alencar,Medical,LaboratoryTechnician,3,Male,Divorced,45792,3816,8395.2,Travel_Rarely,Research&Development,2002-12-07
375,Hsiangchu,Molenkamp,LifeSciences,SalesExecutive,3,Male,Single,63036,5253,11556.6,Travel_Rarely,Sales,2003-05-18
376,Rasiah,Deyuan,Other,HealthcareRepresentative,2,Male,Single,131580,10965,24123,Travel_Rarely,Research&Development,2005-12-24
377,Subbu,Riexinger,LifeSciences,SalesExecutive,3,Female,Married,59232,4936,10859.2,Travel_Rarely,Sales,2005-07-24
378,Christfried,Apsitis,LifeSciences,ResearchScientist,3,Female,Married,30516,2543,5594.6,Travel_Rarely,Research&Development,2006-11-15
379,Maris,Angelopoulos,Marketing,SalesExecutive,4,Male,Single,63648,5304,11668.8,Non-Travel,Sales,2007-08-10
380,Christoper,Schwaller,LifeSciences,Manager,3,Female,Single,199908,16659,36649.8,Travel_Rarely,Research&Development,2004-07-18
381,Arie,Birge,Marketing,SalesExecutive,3,Female,Divorced,51120,4260,9372,Travel_Rarely,Sales,2005-04-10
382,Mototsugu,Beilner,TechnicalDegree,SalesRepresentative,3,Male,Married,29712,2476,5447.2,Travel_Rarely,Sales,2003-05-01
383,Mechthild,Miyakawa,TechnicalDegree,ResearchScientist,3,Male,Single,37224,3102,6824.4,Travel_Frequently,Research&Development,2005-10-10
384,Uinam,Stasinski,Medical,ResearchScientist,3,Female,Married,26928,2244,4936.8,Travel_Rarely,Research&Development,2007-11-16
385,Guenter,Ravishankar,Medical,SalesExecutive,2,Male,Married,91152,7596,16711.2,Travel_Rarely,Sales,2005-07-16
386,Isamu,Dahlbom,TechnicalDegree,ResearchScientist,3,Male,Single,27420,2285,5027,Travel_Frequently,Research&Development,2006-09-28
387,Kankanahalli,Hinsberger,LifeSciences,LaboratoryTechnician,3,Female,Divorced,36408,3034,6674.8,Travel_Rarely,Research&Development,2007-01-14
388,Bernardo,Rouquie,Marketing,SalesExecutive,3,Female,Divorced,68580,5715,12573,Travel_Rarely,Sales,2008-03-08
389,Arunachalam,Badr,LifeSciences,LaboratoryTechnician,3,Female,Divorced,30912,2576,5667.2,Travel_Rarely,Research&Development,2005-08-20
390,Masali,Czap,LifeSciences,ManufacturingDirector,3,Male,Single,50364,4197,9233.4,Travel_Rarely,Research&Development,2005-10-30
391,Roded,Facello,LifeSciences,ResearchDirector,2,Male,Divorced,172032,14336,31539.2,Travel_Rarely,Research&Development,2005-02-16
392,Serenella,Kawashima,Medical,LaboratoryTechnician,2,Female,Married,41376,3448,7585.6,Travel_Rarely,Research&Development,2007-04-10
393,Remko,Shigei,Medical,ResearchDirector,3,Male,Married,232872,19406,42693.2,Travel_Rarely,Research&Development,2004-06-14
394,Kasturi,Bellmore,Marketing,SalesExecutive,3,Female,Married,78456,6538,14383.6,Non-Travel,Sales,2006-08-26
395,Arto,Binkley,Medical,ManufacturingDirector,3,Female,Married,51672,4306,9473.2,Travel_Rarely,Research&Development,2007-12-12
396,Masanao,Bain,Medical,LaboratoryTechnician,3,Male,Married,27096,2258,4967.6,Travel_Frequently,Research&Development,2008-02-06
397,Snehasis,Dymetman,Other,HealthcareRepresentative,3,Female,Divorced,54264,4522,9948.4,Travel_Rarely,Research&Development,2003-07-14
398,Falguni,Erie,LifeSciences,SalesExecutive,2,Female,Single,53844,4487,9871.4,Travel_Rarely,Sales,2005-10-26
399,Toshimori,Bahi,Medical,ResearchScientist,3,Female,Married,53388,4449,9787.8,Non-Travel,Research&Development,2006-02-12
400,Goa,Rothe,LifeSciences,LaboratoryTechnician,2,Male,Married,26616,2218,4879.6,Travel_Rarely,Research&Development,2006-04-06
401,Jeong,Sadowsky,LifeSciences,Manager,3,Male,Divorced,230364,19197,42233.4,Travel_Frequently,Research&Development,2007-06-21
402,Heon,Ranai,LifeSciences,SalesExecutive,4,Female,Married,158544,13212,29066.4,Travel_Frequently,Sales,2008-01-13
403,Teunis,Liedekerke,TechnicalDegree,SalesExecutive,3,Female,Single,78924,6577,14469.4,Travel_Rarely,Sales,2003-09-17
404,Djelloul,Laventhal,Marketing,SalesExecutive,4,Male,Married,100704,8392,18462.4,Travel_Rarely,Sales,2004-02-17
405,Wilmer,Greenaway,Medical,LaboratoryTechnician,3,Male,Divorced,54696,4558,10027.6,Travel_Rarely,Research&Development,2005-08-17
406,Stella,Hiroyama,Medical,LaboratoryTechnician,3,Male,Married,48372,4031,8868.2,Travel_Rarely,Research&Development,2002-06-07
407,Dinah,Syrzycki,Medical,ManufacturingDirector,2,Male,Married,95628,7969,17531.8,Travel_Rarely,Research&Development,2002-06-07
408,Uwe,Garnier,LifeSciences,ResearchScientist,3,Male,Married,31848,2654,5838.8,Travel_Rarely,Research&Development,2002-06-07
409,Arra,Ratnakar,LifeSciences,Manager,3,Female,Married,198660,16555,36421,Travel_Rarely,Research&Development,2002-06-07
410,Aamod,Radwan,LifeSciences,ResearchScientist,3,Female,Divorced,54672,4556,10023.2,Travel_Frequently,Research&Development,2003-06-17
411,Pradeep,Kaminger,LifeSciences,ManufacturingDirector,1,Female,Single,73092,6091,13400.2,Travel_Rarely,Research&Development,2005-09-21
412,Mahendra,Picco,LifeSciences,Manager,3,Female,Married,234792,19566,43045.2,Travel_Rarely,Research&Development,2001-01-13
413,Oksana,Brodie,Medical,ManufacturingDirector,3,Female,Divorced,57720,4810,10582,Travel_Rarely,Research&Development,2006-01-03
414,Kristen,Kavvadias,TechnicalDegree,HealthcareRepresentative,2,Female,Married,54276,4523,9950.6,Travel_Frequently,Research&Development,2007-05-21
415,Tadahiko,Strehl,TechnicalDegree,SalesRepresentative,3,Female,Single,38424,3202,7044.4,Travel_Rarely,Sales,2005-06-25
416,Erzsebet,Ohori,Marketing,SalesRepresentative,1,Female,Divorced,28212,2351,5172.2,Travel_Frequently,Sales,2006-02-05
417,Phule,Hammerschmidt,LifeSciences,LaboratoryTechnician,3,Male,Married,20424,1702,3744.4,Travel_Frequently,Research&Development,2007-02-07
418,Moto,Kusakari,LifeSciences,Manager,3,Female,Married,216492,18041,39690.2,Travel_Rarely,Sales,2002-08-17
419,Satyanarayana,Cochrane,LifeSciences,ResearchScientist,3,Female,Divorced,34632,2886,6349.2,Travel_Rarely,Research&Development,2002-08-16
420,Vasilis,Standera,LifeSciences,LaboratoryTechnician,3,Male,Married,25164,2097,4613.4,Non-Travel,Research&Development,2005-09-28
421,Hausi,Sidhu,Medical,ResearchDirector,2,Male,Married,143220,11935,26257,Travel_Rarely,Research&Development,2005-09-30
422,Qunsheng,Tagansky,TechnicalDegree,ResearchScientist,2,Female,Married,30552,2546,5601.2,Travel_Rarely,Research&Development,2006-03-07
423,Heekeun,Sambasivam,TechnicalDegree,HumanResources,2,Male,Single,30768,2564,5640.8,Travel_Rarely,HumanResources,2007-12-07
424,Irene,Munck,Other,SalesExecutive,3,Female,Married,100944,8412,18506.4,Non-Travel,Sales,2002-12-07
425,Seshu,Sidou,Marketing,Manager,2,Male,Divorced,169416,14118,31059.6,Travel_Rarely,Sales,2003-05-18
426,Shalesh,dAstous,LifeSciences,Manager,2,Male,Married,204552,17046,37501.2,Travel_Rarely,Research&Development,2005-12-24
427,Toshiki,Muniz,Medical,LaboratoryTechnician,3,Female,Single,30768,2564,5640.8,Non-Travel,Research&Development,2005-07-24
428,Nakhoon,Dengi,Marketing,SalesExecutive,2,Female,Married,123192,10266,22585.2,Travel_Frequently,Sales,2006-11-15
429,Rosine,Granlund,Medical,ManufacturingDirector,3,Female,Divorced,60840,5070,11154,Travel_Rarely,Research&Development,2007-08-10
430,Morrie,Piazza,LifeSciences,ResearchDirector,3,Male,Married,214332,17861,39294.2,Travel_Rarely,Research&Development,2004-07-18
431,Hyuckchul,Gini,LifeSciences,LaboratoryTechnician,1,Male,Single,50760,4230,9306,Travel_Rarely,Research&Development,2005-04-10
432,Hatim,Koshiba,LifeSciences,LaboratoryTechnician,3,Female,Single,45360,3780,8316,Travel_Rarely,Research&Development,2003-05-01
433,Qunsheng,Toyoshima,LifeSciences,ResearchScientist,2,Male,Divorced,33216,2768,6089.6,Travel_Rarely,Research&Development,2005-10-10
434,Clyde,Fandrianto,Marketing,SalesExecutive,2,Female,Married,108852,9071,19956.2,Travel_Rarely,Sales,2007-11-16
435,Ioana,Kirkerud,LifeSciences,ManufacturingDirector,3,Male,Divorced,127776,10648,23425.6,Travel_Rarely,Research&Development,2005-07-16
436,Anneli,Frijda,Medical,Manager,3,Male,Married,163320,13610,29942,Travel_Rarely,Research&Development,2006-09-28
437,Hongzue,Heijenga,Medical,LaboratoryTechnician,1,Male,Divorced,40896,3408,7497.6,Travel_Rarely,Research&Development,2007-01-14
438,Willard,Rosin,Marketing,SalesRepresentative,3,Male,Single,35796,2983,6562.6,Travel_Rarely,Sales,2008-03-08
439,Dante,Kalafatis,LifeSciences,HealthcareRepresentative,3,Male,Married,91584,7632,16790.4,Travel_Rarely,Research&Development,2005-08-20
440,Fai,Bale,LifeSciences,HealthcareRepresentative,3,Male,Married,117888,9824,21612.8,Travel_Frequently,Research&Development,2005-10-30
441,Marl,Grospietsch,HumanResources,HumanResources,3,Female,Divorced,119400,9950,21890,Travel_Frequently,HumanResources,2005-02-16
442,Takahira,Lichtner,Other,LaboratoryTechnician,3,Male,Married,25116,2093,4604.6,Travel_Frequently,Research&Development,2007-04-10
443,Mikhail,Rosis,Medical,SalesExecutive,3,Male,Single,119760,9980,21956,Non-Travel,Sales,2004-06-14
444,Alejandro,Kamble,TechnicalDegree,LaboratoryTechnician,2,Male,Single,46728,3894,8566.8,Travel_Frequently,Research&Development,2006-08-26
445,Jiong,Parfitt,Marketing,SalesExecutive,3,Female,Married,48612,4051,8912.2,Travel_Rarely,Sales,2007-12-12
446,Shirish,Dredge,LifeSciences,Manager,3,Female,Single,202020,16835,37037,Travel_Rarely,Sales,2008-02-06
447,Leucio,Aumann,LifeSciences,SalesExecutive,3,Male,Single,74760,6230,13706,Non-Travel,Sales,2003-07-14
448,Feiyu,Luft,Marketing,SalesExecutive,3,Male,Married,56604,4717,10377.4,Travel_Rarely,Sales,2005-10-26
449,Khatoun,Imataki,LifeSciences,ManufacturingDirector,3,Female,Single,158844,13237,29121.4,Travel_Rarely,Research&Development,2006-02-12
450,Eishiro,Miyakawa,LifeSciences,LaboratoryTechnician,3,Female,Married,45060,3755,8261,Travel_Frequently,Research&Development,2006-04-06
451,Parto,Wrigley,LifeSciences,SalesExecutive,3,Male,Single,78984,6582,14480.4,Travel_Rarely,Sales,2007-06-21
452,Hironoby,Kaiser,Medical,ManufacturingDirector,3,Male,Married,88872,7406,16293.2,Travel_Rarely,Research&Development,2008-01-13
453,Make,Peir,Other,SalesExecutive,3,Male,Married,57660,4805,10571,Travel_Rarely,Sales,2003-09-17
454,Wanqing,Bratten,LifeSciences,HumanResources,3,Female,Divorced,32892,2741,6030.2,Travel_Frequently,HumanResources,2004-02-17
455,Hongzue,Akaboshi,TechnicalDegree,ManufacturingDirector,3,Male,Divorced,51144,4262,9376.4,Travel_Rarely,Research&Development,2005-08-17
456,Jiann,Hainaut,Medical,ResearchDirector,4,Female,Divorced,194208,16184,35604.8,Travel_Rarely,Research&Development,2002-06-07
457,Yagil,DasSarma,LifeSciences,Manager,2,Male,Divorced,138684,11557,25425.4,Travel_Rarely,Sales,2002-06-07
458,Shawna,Meriste,Marketing,SalesRepresentative,3,Male,Single,22536,1878,4131.6,Travel_Frequently,Sales,2002-06-07
459,Takahiro,Deverell,Other,SalesExecutive,1,Male,Divorced,131184,10932,24050.4,Non-Travel,Sales,2002-06-07
460,Sibyl,Rahier,Other,HealthcareRepresentative,2,Female,Single,81732,6811,14984.2,Non-Travel,Research&Development,2003-06-17
461,Irena,Reutenauer,Medical,SalesExecutive,3,Male,Divorced,51672,4306,9473.2,Travel_Rarely,Sales,2005-09-21
462,Shooichi,Escriba,Medical,SalesExecutive,3,Female,Single,58308,4859,10689.8,Travel_Rarely,Sales,2001-01-13
463,Guenter,Marchegay,LifeSciences,SalesExecutive,4,Male,Single,64044,5337,11741.4,Travel_Rarely,Sales,2006-01-03
464,Ortrud,Nitto,TechnicalDegree,LaboratoryTechnician,1,Male,Single,28080,2340,5148,Travel_Rarely,Research&Development,2007-05-21
465,Eckart,Barriga,TechnicalDegree,ManufacturingDirector,3,Female,Single,89892,7491,16480.2,Travel_Rarely,Research&Development,2005-06-25
466,Volkmar,Ebeling,Medical,HealthcareRepresentative,3,Female,Married,126324,10527,23159.4,Travel_Frequently,Research&Development,2006-02-05
467,Atreyi,Mungall,LifeSciences,Manager,3,Female,Married,199140,16595,36509,Travel_Rarely,Sales,2007-02-07
468,Prodip,Rosti,Medical,SalesExecutive,3,Male,Divorced,106008,8834,19434.8,Non-Travel,Sales,2002-08-17
469,Hilary,Budinsky,TechnicalDegree,ResearchScientist,3,Male,Divorced,66924,5577,12269.4,Travel_Rarely,Research&Development,2002-08-16
470,Sigeru,Wynblatt,Other,SalesExecutive,4,Male,Married,56484,4707,10355.4,Non-Travel,Sales,2005-09-28
471,Ulf,Siepmann,Medical,SalesRepresentative,3,Male,Married,28800,2400,5280,Travel_Frequently,Sales,2005-09-30
472,Martijn,Kaiser,Medical,HealthcareRepresentative,3,Female,Married,117888,9824,21612.8,Travel_Rarely,Research&Development,2006-03-07
473,Mario,Straney,LifeSciences,ManufacturingDirector,3,Female,Married,77364,6447,14183.4,Travel_Rarely,Research&Development,2007-12-07
474,Takahito,Gecsei,LifeSciences,ResearchDirector,2,Male,Divorced,234024,19502,42904.4,Travel_Rarely,Research&Development,2002-12-07
475,Lidong,Klerer,Medical,ResearchScientist,4,Male,Married,32700,2725,5995,Travel_Rarely,Research&Development,2003-05-18
476,Masoud,Fabrizio,Marketing,SalesExecutive,3,Male,Married,75264,6272,13798.4,Travel_Rarely,Sales,2005-12-24
477,Danel,Impagliazzo,Other,LaboratoryTechnician,2,Male,Married,25524,2127,4679.4,Travel_Rarely,Research&Development,2005-07-24
478,Yinlin,Alpin,Medical,Manager,3,Male,Married,218400,18200,40040,Travel_Frequently,HumanResources,2006-11-15
479,Mark,Coorg,Medical,SalesRepresentative,3,Male,Married,25152,2096,4611.2,Travel_Rarely,Sales,2007-08-10
480,Uli,Keustermans,LifeSciences,LaboratoryTechnician,3,Female,Married,34632,2886,6349.2,Travel_Frequently,Research&Development,2004-07-18
481,Bingning,Bakhtari,LifeSciences,SalesRepresentative,2,Male,Married,24396,2033,4472.6,Travel_Frequently,Sales,2005-04-10
482,Candida,Porotnikoff,LifeSciences,ResearchScientist,2,Male,Married,43464,3622,7968.4,Travel_Rarely,Research&Development,2003-05-01
483,Maria,Bauknecht,Medical,SalesExecutive,3,Male,Divorced,50796,4233,9312.6,Travel_Rarely,Sales,2005-10-10
484,Kaijung,Riesenhuber,Other,LaboratoryTechnician,2,Male,Single,44172,3681,8098.2,Travel_Rarely,Research&Development,2007-11-16
485,Divine,Marzano,Medical,SalesExecutive,4,Male,Divorced,65520,5460,12012,Travel_Rarely,Sales,2005-07-16
486,Greger,Rubsam,Medical,ResearchScientist,2,Female,Divorced,26244,2187,4811.4,Travel_Rarely,Research&Development,2006-09-28
487,Dante,Cronin,Marketing,SalesExecutive,3,Male,Married,115224,9602,21124.4,Travel_Rarely,Sales,2007-01-14
488,Babette,Straney,LifeSciences,ResearchScientist,2,Female,Single,34032,2836,6239.2,Travel_Rarely,Research&Development,2008-03-08
489,Sashi,Osgood,LifeSciences,HealthcareRepresentative,3,Female,Married,49068,4089,8995.8,Travel_Rarely,Research&Development,2005-08-20
490,Arunas,Luce,Other,ResearchDirector,2,Male,Divorced,199524,16627,36579.4,Travel_Rarely,Research&Development,2005-10-30
491,Khosrow,Sudbeck,LifeSciences,ResearchScientist,3,Female,Single,31428,2619,5761.8,Travel_Rarely,Research&Development,2005-02-16
492,Cathie,Brlek,Medical,LaboratoryTechnician,3,Male,Divorced,68148,5679,12493.8,Travel_Frequently,Research&Development,2007-04-10
493,Martien,Improta,LifeSciences,Manager,2,Female,Married,184824,15402,33884.4,Travel_Rarely,Research&Development,2004-06-14
494,Ferdinand,Chenney,LifeSciences,HumanResources,2,Female,Single,71820,5985,13167,Travel_Rarely,HumanResources,2006-08-26
495,Patricio,Bugrara,TechnicalDegree,SalesRepresentative,3,Female,Divorced,30948,2579,5673.8,Travel_Rarely,Sales,2007-12-12
496,Hisao,Tiemann,Marketing,SalesRepresentative,3,Male,Divorced,36492,3041,6690.2,Travel_Rarely,Sales,2008-02-06
497,Reuven,Dengi,TechnicalDegree,SalesRepresentative,3,Male,Single,41364,3447,7583.4,Travel_Rarely,Sales,2003-07-14
498,Dzung,Peltason,Other,Manager,3,Male,Married,234156,19513,42928.6,Travel_Rarely,Research&Development,2005-10-26
499,Marsha,Tagansky,Medical,ResearchScientist,3,Male,Married,33276,2773,6100.6,Travel_Rarely,Research&Development,2006-02-12
500,Yahiko,Lammel,Marketing,SalesExecutive,3,Male,Divorced,85248,7104,15628.8,Travel_Rarely,Sales,2006-04-06
501,Narain,Reeker,LifeSciences,ResearchScientist,3,Female,Married,75864,6322,13908.4,Travel_Rarely,Research&Development,2007-06-21
502,Evgueni,Srimani,Medical,ResearchScientist,3,Female,Divorced,24996,2083,4582.6,Travel_Frequently,Research&Development,2008-01-13
503,Jolita,Jarecki,Medical,SalesExecutive,3,Female,Single,100572,8381,18438.2,Travel_Rarely,Sales,2003-09-17
504,Akeel,Narahara,LifeSciences,ResearchScientist,3,Male,Married,32292,2691,5920.2,Travel_Rarely,Research&Development,2004-02-17
505,Adel,Perfilyeva,LifeSciences,SalesExecutive,3,Female,Married,51432,4286,9429.2,Travel_Frequently,Sales,2005-08-17
506,Volkmar,Unno,LifeSciences,LaboratoryTechnician,3,Female,Married,31908,2659,5849.8,Travel_Rarely,Research&Development,2002-06-07
507,Shichao,Litvinov,Other,ManufacturingDirector,3,Male,Married,113208,9434,20754.8,Travel_Rarely,Research&Development,2002-06-07
508,Kazuhira,Rosis,Medical,SalesExecutive,3,Female,Married,66732,5561,12234.2,Travel_Rarely,Sales,2002-06-07
509,Junichi,Kavanagh,LifeSciences,ResearchScientist,1,Male,Single,79752,6646,14621.2,Travel_Rarely,Research&Development,2002-06-07
510,Ebru,Chepyzhov,LifeSciences,HealthcareRepresentative,3,Male,Divorced,92700,7725,16995,Travel_Frequently,Research&Development,2003-06-17
511,Ronghao,Yavatkar,Medical,HumanResources,3,Male,Married,128700,10725,23595,Travel_Rarely,HumanResources,2005-09-21
512,Phule,Oxenboll,Medical,ManufacturingDirector,2,Male,Divorced,106164,8847,19463.4,Travel_Rarely,Research&Development,2001-01-13
513,Aleksandar,Sudkamp,Medical,ResearchScientist,2,Male,Single,24540,2045,4499,Travel_Rarely,Research&Development,2006-01-03
514,Khun,Harbusch,Medical,ResearchScientist,3,Male,Single,12108,1009,2219.8,Travel_Rarely,Research&Development,2007-05-21
515,Bodh,Ranta,LifeSciences,ResearchScientist,3,Male,Single,40176,3348,7365.6,Travel_Frequently,Research&Development,2005-06-25
516,Werner,Hasham,LifeSciences,LaboratoryTechnician,2,Male,Married,15372,1281,2818.2,Non-Travel,Research&Development,2006-02-05
517,Tsvetan,Matzel,Medical,ResearchScientist,4,Male,Married,33828,2819,6201.8,Travel_Rarely,Research&Development,2007-02-07
518,Wonhee,Badr,LifeSciences,SalesExecutive,4,Male,Married,58212,4851,10672.2,Travel_Rarely,Sales,2002-08-17
519,Sverrir,Streng,Marketing,SalesExecutive,2,Female,Single,48336,4028,8861.6,Travel_Rarely,Sales,2002-08-16
520,Stepehn,Hardjono,LifeSciences,ResearchScientist,1,Male,Divorced,32640,2720,5984,Travel_Frequently,Research&Development,2005-09-28
521,Oddvar,Schlenzig,Marketing,SalesExecutive,4,Male,Married,97440,8120,17864,Travel_Rarely,Sales,2005-09-30
522,Gina,Engelmann,Medical,SalesExecutive,4,Female,Divorced,55764,4647,10223.4,Travel_Frequently,Sales,2006-03-07
523,Ennio,Trogemann,LifeSciences,ResearchScientist,4,Male,Single,56160,4680,10296,Travel_Rarely,Research&Development,2007-12-07
524,Shushma,VanScheik,Medical,LaboratoryTechnician,4,Male,Married,38652,3221,7086.2,Travel_Rarely,Research&Development,2002-12-07
525,Gal,Karcich,Medical,HealthcareRepresentative,2,Female,Single,103452,8621,18966.2,Travel_Rarely,Research&Development,2003-05-18
526,Sumali,Schlenzig,LifeSciences,SalesExecutive,3,Female,Single,54924,4577,10069.4,Travel_Rarely,Sales,2005-12-24
527,Ung,Zaiane,TechnicalDegree,HealthcareRepresentative,2,Female,Single,54636,4553,10016.6,Travel_Rarely,Research&Development,2005-07-24
528,Mang,Maginnis,Marketing,SalesExecutive,3,Male,Single,64752,5396,11871.2,Travel_Rarely,Sales,2006-11-15
529,Claudi,Shackel,TechnicalDegree,SalesExecutive,3,Male,Married,81552,6796,14951.2,Travel_Frequently,Sales,2007-08-10
530,Jiakeng,Himler,LifeSciences,HealthcareRepresentative,4,Female,Single,91500,7625,16775,Travel_Rarely,Research&Development,2004-07-18
531,Dipayan,Suomi,LifeSciences,ManufacturingDirector,3,Female,Married,88944,7412,16306.4,Travel_Rarely,Research&Development,2005-04-10
532,Yoshimitsu,Shobatake,LifeSciences,ResearchDirector,3,Female,Single,133908,11159,24549.8,Travel_Rarely,Research&Development,2003-05-01
533,Munehiko,Ananiadou,Marketing,SalesExecutive,3,Male,Single,59520,4960,10912,Travel_Rarely,Sales,2005-10-10
534,Peternela,Iwayama,LifeSciences,SalesExecutive,2,Male,Married,125700,10475,23045,Travel_Frequently,Sales,2007-11-16
535,Jouko,Yamaashi,LifeSciences,ResearchDirector,4,Male,Married,177768,14814,32590.8,Travel_Rarely,Research&Development,2005-07-16
536,Salvador,Lodder,HumanResources,Manager,2,Male,Divorced,229692,19141,42110.2,Travel_Rarely,HumanResources,2006-09-28
537,Przemyslawa,Oskamp,Marketing,SalesExecutive,3,Male,Single,64860,5405,11891,Travel_Rarely,Sales,2007-01-14
538,Kenton,Garnham,LifeSciences,ManufacturingDirector,3,Male,Divorced,105516,8793,19344.6,Travel_Frequently,Research&Development,2008-03-08
539,Mario,Rodite,HumanResources,Manager,2,Male,Married,230268,19189,42215.8,Travel_Rarely,HumanResources,2005-08-20
540,Kokou,Iisaka,Marketing,SalesRepresentative,3,Male,Married,46500,3875,8525,Travel_Rarely,Sales,2005-10-30
541,Guoxiang,Trogemann,LifeSciences,ResearchScientist,1,Female,Single,26592,2216,4875.2,Travel_Rarely,Research&Development,2005-02-16
542,Maik,Ushiama,LifeSciences,ResearchDirector,4,Female,Married,140556,11713,25768.6,Non-Travel,Research&Development,2007-04-10
543,Duro,Coney,LifeSciences,ManufacturingDirector,3,Female,Single,94332,7861,17294.2,Travel_Rarely,Research&Development,2004-06-14
544,Make,Baba,Medical,LaboratoryTechnician,1,Male,Single,44496,3708,8157.6,Non-Travel,Research&Development,2006-08-26
545,Yongmao,Pintelas,Medical,SalesExecutive,3,Female,Divorced,165240,13770,30294,Travel_Frequently,Sales,2007-12-12
546,Goa,Pleszkun,Marketing,SalesExecutive,3,Male,Divorced,63648,5304,11668.8,Travel_Rarely,Sales,2008-02-06
547,Zhiwei,Anick,LifeSciences,SalesRepresentative,3,Male,Single,31704,2642,5812.4,Travel_Rarely,Sales,2003-07-14
548,Nirmal,Varley,Medical,ResearchScientist,4,Male,Divorced,33108,2759,6069.8,Travel_Frequently,Research&Development,2005-10-26
549,Teruyuki,Sundgren,LifeSciences,SalesExecutive,2,Male,Married,81648,6804,14968.8,Travel_Frequently,Sales,2006-02-12
550,Amstein,Kossowski,Medical,HealthcareRepresentative,3,Female,Single,73704,6142,13512.4,Travel_Rarely,Research&Development,2006-04-06
551,Perla,Middleton,Medical,LaboratoryTechnician,3,Male,Married,30000,2500,5500,Travel_Rarely,Research&Development,2007-06-21
552,Mihalis,Heering,HumanResources,HumanResources,4,Female,Married,76668,6389,14055.8,Travel_Rarely,HumanResources,2008-01-13
553,Elvia,Homond,Medical,HealthcareRepresentative,3,Male,Married,133236,11103,24426.6,Travel_Rarely,Research&Development,2003-09-17
554,Huiqun,Vuskovic,Medical,ResearchScientist,2,Female,Single,28104,2342,5152.4,Travel_Rarely,Research&Development,2004-02-17
555,Garnik,Narahari,Medical,HealthcareRepresentative,2,Female,Single,81732,6811,14984.2,Travel_Rarely,Research&Development,2005-08-17
556,Lobel,Kumaresan,Marketing,SalesRepresentative,3,Male,Divorced,27564,2297,5053.4,Travel_Rarely,Sales,2002-06-07
557,Maris,Haraldson,LifeSciences,LaboratoryTechnician,3,Male,Single,29400,2450,5390,Travel_Rarely,Research&Development,2002-06-07
558,Yakkov,Servieres,LifeSciences,HealthcareRepresentative,3,Female,Divorced,61116,5093,11204.6,Non-Travel,Research&Development,2002-06-07
559,Anyuan,Zhiwei,LifeSciences,LaboratoryTechnician,3,Male,Married,63708,5309,11679.8,Travel_Frequently,Research&Development,2002-06-07
560,Gretta,Baig,Medical,ResearchScientist,3,Male,Married,36684,3057,6725.4,Travel_Rarely,Research&Development,2003-06-17
561,Pramod,Rabehasaina,LifeSciences,ManufacturingDirector,3,Female,Divorced,61452,5121,11266.2,Travel_Rarely,Research&Development,2005-09-21
562,Valter,Cappelletti,Marketing,Manager,2,Male,Married,202272,16856,37083.2,Travel_Rarely,Sales,2001-01-13
563,Maik,Luft,Other,ResearchScientist,3,Male,Single,32232,2686,5909.2,Travel_Rarely,Research&Development,2006-01-03
564,Vojin,Narwekar,Medical,SalesExecutive,3,Female,Single,74160,6180,13596,Travel_Rarely,Sales,2007-05-21
565,Susuma,Larfeldt,TechnicalDegree,SalesRepresentative,1,Male,Single,79584,6632,14590.4,Travel_Rarely,Sales,2005-06-25
566,Yonghoan,Marshall,Medical,ResearchScientist,4,Male,Single,42060,3505,7711,Travel_Rarely,Research&Development,2006-02-05
567,Dannz,Pell,LifeSciences,SalesExecutive,4,Female,Single,76764,6397,14073.4,Travel_Frequently,Sales,2007-02-07
568,Xiong,Varker,Other,SalesExecutive,3,Male,Single,75288,6274,13802.8,Travel_Rarely,Sales,2002-08-17
569,Isamu,Auria,Medical,Manager,3,Male,Married,238308,19859,43689.8,Travel_Rarely,Research&Development,2002-08-16
570,Kazuhisa,Kroll,LifeSciences,SalesExecutive,2,Male,Single,91044,7587,16691.4,Non-Travel,Sales,2005-09-28
571,Kasidit,Belinskaya,Medical,ResearchScientist,3,Male,Married,51096,4258,9367.6,Non-Travel,Research&Development,2005-09-30
572,Kotesh,Liedekerke,LifeSciences,LaboratoryTechnician,1,Female,Divorced,52368,4364,9600.8,Travel_Frequently,Research&Development,2006-03-07
573,Abdelwaheb,Riesenhuber,Medical,HealthcareRepresentative,3,Female,Married,52020,4335,9537,Travel_Rarely,Research&Development,2007-12-07
574,Keung,Slobodova,TechnicalDegree,SalesExecutive,2,Male,Single,63912,5326,11717.2,Travel_Rarely,Sales,2002-12-07
